SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftLetters	rightLetters	leftColors	rightColors	trainLength	TOA	Mask	SOA	centralized	centerLetters	centerTargetLetter
1	11-Mar-16	22	Blue	b	0	2.0669	99	99	GUXO	FBID	99	99	2	650	1	4	1	GUXO	U
1	11-Mar-16	23	Blue	v	1	3.2607	99	99	VAUB	DCWO	9	9	1	2000	1	4	1	VAUB	V
1	11-Mar-16	24	Blue	z	1	3.0182	99	99	WUEZ	YSJH	9999	9999	4	650	1	4	1	WUEZ	Z
1	11-Mar-16	25	Blue	a	0	4.7657	99	99	OHMS	UACD	99	99	2	2000	1	4	1	OHMS	H
1	11-Mar-16	26	Blue	d	0	7.6361	99	99	YHPV	FUDT	999	999	3	650	1	4	1	YHPV	P
1	11-Mar-16	27	Blue	s	0	1.3806	99	99	SANO	KZLG	99	99	2	650	1	4	1	SANO	A
1	11-Mar-16	28	Blue	b	0	3.3804	99	99	VUBE	OYPI	9999	9999	4	2000	1	4	1	VUBE	E
1	11-Mar-16	29	Blue	x	1	1.4908	99	99	BXYG	LKNT	99	99	2	650	1	4	1	BXYG	X
1	11-Mar-16	30	Blue	k	1	1.3135	99	99	KBPW	UOEH	9	9	1	650	1	4	1	KBPW	K
1	11-Mar-16	31	Blue	g	0	1.3837	99	99	GJUQ	WNRY	999	999	3	650	1	4	1	GJUQ	U
1	11-Mar-16	32	Blue	t	1	1.255	99	99	METW	QKNC	999	999	3	2000	1	4	1	METW	T
1	11-Mar-16	1	Red	u	1	1.5992	99	99	PNSU	EOLX	9999	9999	4	650	1	4	1	PNSU	U
1	11-Mar-16	2	Red	e	1	1.2983	99	99	IERY	GAHS	99	99	2	650	1	4	1	IERY	E
1	11-Mar-16	3	Red	u	0	1.0399	99	99	JDXU	NIBM	9	9	1	650	1	4	1	JDXU	J
1	11-Mar-16	4	Red	k	0	0.8222	99	99	ZTBE	RCKL	9	9	1	650	1	4	1	ZTBE	Z
1	11-Mar-16	5	Red	y	0	1.0868	99	99	YHIM	SZUR	999	999	3	650	1	4	1	YHIM	I
1	11-Mar-16	6	Red	l	1	1.3568	99	99	QLNR	XWAE	99	99	2	650	1	4	1	QLNR	L
1	11-Mar-16	7	Red	x	1	3.2186	99	99	RXQD	SPKW	99	99	2	2000	1	4	1	RXQD	X
1	11-Mar-16	8	Red	y	0	1.4175	99	99	XYIT	ZJBV	999	999	3	2000	1	4	1	XYIT	I
1	11-Mar-16	9	Red	j	0	1.4804	99	99	NRJT	GQSZ	9999	9999	4	2000	1	4	1	NRJT	T
1	11-Mar-16	10	Red	a	1	1.7947	99	99	FDAZ	LNBC	999	999	3	2000	1	4	1	FDAZ	A
1	11-Mar-16	11	Red	p	0	1.7545	99	99	RPJW	BHVN	999	999	3	650	1	4	1	RPJW	J
1	11-Mar-16	12	Red	r	1	2.8738	99	99	TRPL	NYBD	99	99	2	2000	1	4	1	TRPL	R
1	11-Mar-16	13	Red	w	0	1.4903	99	99	AWVY	OTNG	999	999	3	650	1	4	1	AWVY	V
1	11-Mar-16	14	Red	c	1	1.1095	99	99	TOCN	SLZK	999	999	3	2000	1	4	1	TOCN	C
1	11-Mar-16	15	Red	b	1	1.1664	99	99	ZMEB	OTVN	9999	9999	4	2000	1	4	1	ZMEB	B
1	11-Mar-16	16	Red	m	0	6.0483	99	99	SJVD	NCOM	9	9	1	2000	1	4	1	SJVD	S
1	11-Mar-16	17	Red	u	1	6.0813	99	99	ULGO	NJQM	9	9	1	2000	1	4	1	ULGO	U
1	11-Mar-16	18	Red	p	0	2.1944	99	99	PWEQ	NIRB	9999	9999	4	650	1	4	1	PWEQ	Q
1	11-Mar-16	19	Red	f	1	2.02	99	99	RAFI	KPSG	999	999	3	650	1	4	1	RAFI	F
1	11-Mar-16	20	Red	r	1	2.016	99	99	RXFM	YBOJ	9	9	1	650	1	4	1	RXFM	R
1	11-Mar-16	21	Red	e	1	1.2367	99	99	LESY	MOGJ	99	99	2	650	1	4	1	LESY	E
1	11-Mar-16	22	Red	b	0	1.1811	99	99	BNRK	SHEV	99	99	2	650	1	4	1	BNRK	N
1	11-Mar-16	23	Red	u	1	1.3406	99	99	XIRU	CMEL	9999	9999	4	2000	1	4	1	XIRU	U
1	11-Mar-16	24	Red	s	1	5.2983	99	99	QSOY	KFWA	99	99	2	2000	1	4	1	QSOY	S
1	11-Mar-16	25	Red	f	1	7.2477	99	99	GURF	YIJX	9999	9999	4	650	1	4	1	GURF	F
1	11-Mar-16	26	Red	b	1	9.8895	99	99	UMSB	CIOF	9999	9999	4	2000	1	4	1	UMSB	B
1	11-Mar-16	27	Red	l	0	11.7703	99	99	GZSA	IYEV	9	9	1	650	1	4	1	GZSA	G
1	11-Mar-16	28	Red	l	0	2.5411	99	99	TKMW	QGZJ	99	99	2	2000	1	4	1	TKMW	K
1	11-Mar-16	29	Red	n	0	2.6341	99	99	NMWJ	LKCU	999	999	3	2000	1	4	1	NMWJ	W
1	11-Mar-16	30	Red	u	0	1.1972	99	99	UDZO	IMTL	9999	9999	4	650	1	4	1	UDZO	O
1	11-Mar-16	31	Red	b	0	3.6137	99	99	EIKY	HLBD	9	9	1	2000	1	4	1	EIKY	E
1	11-Mar-16	32	Red	t	1	2.2498	99	99	TWGN	YZPS	9	9	1	2000	1	4	1	TWGN	T
1	11-Mar-16	1	Blue	j	1	1.7305	99	99	MJFB	TARQ	99	99	2	650	1	4	1	MJFB	J
1	11-Mar-16	2	Blue	m	0	5.0191	99	99	SLGD	KPZX	999	999	3	650	1	4	1	SLGD	G
1	11-Mar-16	3	Blue	w	1	1.0797	99	99	WGLM	AKUX	9	9	1	2000	1	4	1	WGLM	W
1	11-Mar-16	4	Blue	i	0	2.4152	99	99	IPCL	REOQ	999	999	3	650	1	4	1	IPCL	C
1	11-Mar-16	5	Blue	d	1	1.7196	99	99	EDOP	KFHB	99	99	2	2000	1	4	1	EDOP	D
1	11-Mar-16	6	Blue	w	0	1.1082	99	99	ZXWB	NSGR	9999	9999	4	2000	1	4	1	ZXWB	B
1	11-Mar-16	7	Blue	n	0	1.3951	99	99	QONI	ASPH	9999	9999	4	650	1	4	1	QONI	I
1	11-Mar-16	8	Blue	s	0	3.9303	99	99	SIHY	EGCX	999	999	3	2000	1	4	1	SIHY	H
1	11-Mar-16	9	Blue	w	0	4.5915	99	99	XZOP	WUDI	999	999	3	2000	1	4	1	XZOP	O
1	11-Mar-16	10	Blue	f	1	2.698	99	99	FRKU	VCBT	9	9	1	650	1	4	1	FRKU	F
1	11-Mar-16	11	Blue	w	0	1.0855	99	99	WICX	HEZL	99	99	2	650	1	4	1	WICX	I
1	11-Mar-16	12	Blue	t	1	2.4125	99	99	TCSN	BDQL	9	9	1	2000	1	4	1	TCSN	T
1	11-Mar-16	13	Blue	o	0	2.6773	99	99	QOBU	DMXP	9999	9999	4	650	1	4	1	QOBU	U
1	11-Mar-16	14	Blue	b	0	11.1094	99	99	FPZY	IBXS	99	99	2	2000	1	4	1	FPZY	P
1	11-Mar-16	15	Blue	v	0	1.8216	99	99	XNEZ	OQWJ	9	9	1	2000	1	4	1	XNEZ	X
1	11-Mar-16	16	Blue	l	1	1.4681	99	99	WGLF	HQOC	999	999	3	2000	1	4	1	WGLF	L
1	11-Mar-16	17	Blue	v	0	4.3889	99	99	BTQI	CPOV	999	999	3	650	1	4	1	BTQI	Q
1	11-Mar-16	18	Blue	l	0	2.8839	99	99	UFVM	KDQI	9999	9999	4	2000	1	4	1	UFVM	M
1	11-Mar-16	19	Blue	p	0	0.4067	99	99	PNJI	CDEO	9999	9999	4	2000	1	4	1	PNJI	I
1	11-Mar-16	20	Blue	b	0	0.9342	99	99	BZGC	JWDE	99	99	2	650	1	4	1	BZGC	Z
1	11-Mar-16	21	Blue	b	0	1.1333	99	99	SOVA	CBKJ	9999	9999	4	2000	1	4	1	SOVA	A
1	11-Mar-16	22	Blue	c	1	1.3485	99	99	LTCF	AJPM	999	999	3	2000	1	4	1	LTCF	C
1	11-Mar-16	23	Blue	a	0	1.4275	99	99	OAPT	WIEF	999	999	3	650	1	4	1	OAPT	P
1	11-Mar-16	24	Blue	d	1	1.1275	99	99	BFZD	UINM	9999	9999	4	650	1	4	1	BFZD	D
1	11-Mar-16	25	Blue	z	1	1.1957	99	99	ZOUG	QYXL	9	9	1	650	1	4	1	ZOUG	Z
1	11-Mar-16	26	Blue	v	0	0.8945	99	99	UKSF	NRQG	99	99	2	2000	1	4	1	UKSF	K
1	11-Mar-16	27	Blue	a	1	1.0126	99	99	LSUA	NKZV	9999	9999	4	650	1	4	1	LSUA	A
1	11-Mar-16	28	Blue	a	0	1.3734	99	99	NMJY	EAOC	9	9	1	650	1	4	1	NMJY	N
1	11-Mar-16	29	Blue	w	1	1.2577	99	99	UWES	KVCF	99	99	2	650	1	4	1	UWES	W
1	11-Mar-16	30	Blue	e	1	1.2233	99	99	EWUQ	TORJ	9	9	1	2000	1	4	1	EWUQ	E
1	11-Mar-16	31	Blue	v	1	1.4318	99	99	VJMY	HCUP	9	9	1	650	1	4	1	VJMY	V
1	11-Mar-16	32	Blue	v	0	1.2593	99	99	DJIM	SFQV	99	99	2	2000	1	4	1	DJIM	J
1	11-Mar-16	1	Red	l	1	3.9227	D	L	DMSH	LRIN	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	2	Red	b	0	1.4451	J	K	FJPM	IKUA	br	rb	2	650	1	6	0	99	99
1	11-Mar-16	3	Red	l	0	10.3586	I	H	IZOA	HVWY	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	4	Red	j	0	3.1037	D	C	UDMW	FCOI	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	5	Red	v	0	3.6238	V	H	GVYP	ZHWB	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	6	Red	w	0	1.2218	R	N	FKRM	SQNG	rrb	bbr	3	650	1	6	0	99	99
1	11-Mar-16	7	Red	p	1	1.0453	P	X	PRCY	XNKG	r	b	1	650	1	6	0	99	99
1	11-Mar-16	8	Red	s	0	1.1008	U	E	SBUA	ZFEO	rbb	brr	3	650	1	6	0	99	99
1	11-Mar-16	9	Red	b	0	1.7221	F	V	GFMI	DVHE	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	10	Red	a	0	0.7328	Z	Q	JVXZ	AWSQ	bbbr	rrrb	4	650	1	6	0	99	99
1	11-Mar-16	11	Red	a	1	1.3579	Q	A	QFTY	AWGJ	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	12	Red	m	1	1.1367	M	D	MJHP	DOQX	r	b	1	650	1	6	0	99	99
1	11-Mar-16	13	Red	g	0	0.426	V	B	GEXV	WMTB	rrrr	bbbb	4	2000	1	6	0	99	99
1	11-Mar-16	14	Red	p	0	0.7055	C	N	RACB	OPNE	bbr	rrb	3	2000	1	6	0	99	99
1	11-Mar-16	15	Red	c	0	3.03	T	N	KCTF	DBNR	bbb	rrr	3	2000	1	6	0	99	99
1	11-Mar-16	16	Red	o	0	3.3385	S	Q	JLSE	WIQN	bbb	rrr	3	650	1	6	0	99	99
1	11-Mar-16	17	Red	p	0	7.7316	W	V	BHZW	ETGV	brrr	rbbb	4	650	1	6	0	99	99
1	11-Mar-16	18	Red	s	0	3.7842	X	S	XDJC	SBQE	r	b	1	2000	1	6	0	99	99
1	11-Mar-16	19	Red	e	1	0.474	T	E	RITK	ZDEA	rrb	bbr	3	2000	1	6	0	99	99
1	11-Mar-16	20	Red	m	0	0.9989	X	V	ZCXI	LUVT	rbb	brr	3	650	1	6	0	99	99
1	11-Mar-16	21	Red	m	1	1.3602	M	Q	WMNL	HQSG	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	22	Red	r	1	1.3279	C	R	UMSC	EGFR	bbbb	rrrr	4	2000	1	6	0	99	99
1	11-Mar-16	23	Red	r	0	2.59	B	O	ZBUE	VOCI	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	24	Red	q	1	1.6229	H	Q	HORE	QVDM	b	r	1	650	1	6	0	99	99
1	11-Mar-16	25	Red	d	0	1.2656	H	O	JHFB	DOCM	br	rb	2	2000	1	6	0	99	99
1	11-Mar-16	26	Red	h	0	0.9829	X	W	ZYIX	EUHW	bbbr	rrrb	4	2000	1	6	0	99	99
1	11-Mar-16	27	Red	x	1	1.1703	X	W	DCVX	HNTW	bbrr	rrbb	4	650	1	6	0	99	99
1	11-Mar-16	28	Red	t	1	1.0991	N	T	NYMS	TCDZ	b	r	1	650	1	6	0	99	99
1	11-Mar-16	29	Red	z	0	1.2827	N	J	QSON	URZJ	rbbr	brrb	4	650	1	6	0	99	99
1	11-Mar-16	30	Red	b	0	0.9195	O	E	IVGO	LNSE	bbrb	rrbr	4	2000	1	6	0	99	99
1	11-Mar-16	31	Red	p	1	1.4756	P	M	QPDB	RMLF	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	32	Red	j	1	1.2304	K	J	RFKM	YHJQ	bbb	rrr	3	2000	1	6	0	99	99
1	11-Mar-16	1	Blue	v	1	2.1075	E	V	EMPG	VWXQ	r	b	1	650	1	6	0	99	99
1	11-Mar-16	2	Blue	g	1	1.1197	O	G	QTOD	LFGR	brr	rbb	3	650	1	6	0	99	99
1	11-Mar-16	3	Blue	o	0	2.31	D	K	ZFDI	JLKU	bbb	rrr	3	2000	1	6	0	99	99
1	11-Mar-16	4	Blue	o	0	1.6572	W	A	WHCG	AXNJ	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	5	Blue	y	0	1.3532	N	X	NBGR	XKAM	r	b	1	650	1	6	0	99	99
1	11-Mar-16	6	Blue	e	0	2.3108	P	F	ZPVA	EFTU	rb	br	2	2000	1	6	0	99	99
1	11-Mar-16	7	Blue	j	0	1.1233	N	V	DHCN	JQEV	rrbr	bbrb	4	650	1	6	0	99	99
1	11-Mar-16	8	Blue	i	1	0.7888	W	I	ZQRW	GJYI	brrr	rbbb	4	2000	1	6	0	99	99
1	11-Mar-16	9	Blue	j	0	1.7893	W	F	GWXU	YFLP	br	rb	2	650	1	6	0	99	99
1	11-Mar-16	10	Blue	i	0	1.6126	Z	E	CAJZ	TBIE	bbrr	rrbb	4	650	1	6	0	99	99
1	11-Mar-16	11	Blue	i	0	2.0073	I	C	IDNT	CXBK	r	b	1	650	1	6	0	99	99
1	11-Mar-16	12	Blue	a	1	0.7165	Q	A	PQKY	VASN	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	13	Blue	j	1	2.3674	J	U	JMDQ	UBKL	b	r	1	650	1	6	0	99	99
1	11-Mar-16	14	Blue	k	0	0.9295	G	V	KUGY	SOVP	brb	rbr	3	650	1	6	0	99	99
1	11-Mar-16	15	Blue	j	1	0.8351	W	J	NWAO	UJBY	rr	bb	2	650	1	6	0	99	99
1	11-Mar-16	16	Blue	b	0	2.7398	E	S	VAEK	YFST	brb	rbr	3	650	1	6	0	99	99
1	11-Mar-16	17	Blue	m	1	1.4347	M	Z	NKMW	YXZJ	bbb	rrr	3	2000	1	6	0	99	99
1	11-Mar-16	18	Blue	m	0	2.8442	V	W	VRTE	WJSZ	r	b	1	2000	1	6	0	99	99
1	11-Mar-16	19	Blue	r	1	3.5182	I	R	UCID	EFRB	rbr	brb	3	2000	1	6	0	99	99
1	11-Mar-16	20	Blue	j	1	1.2658	Z	J	GXZM	DNJI	rbr	brb	3	650	1	6	0	99	99
1	11-Mar-16	21	Blue	t	1	0.9358	V	T	VIPM	TEXL	r	b	1	2000	1	6	0	99	99
1	11-Mar-16	22	Blue	w	0	1.0504	K	B	RKCT	GBXE	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	23	Blue	l	0	1.0028	M	Q	TMCE	LQGA	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	24	Blue	s	0	1.5098	E	F	GUEW	NSFO	rrb	bbr	3	2000	1	6	0	99	99
1	11-Mar-16	25	Blue	r	1	1.1278	K	R	EOIK	ZVUR	bbrr	rrbb	4	650	1	6	0	99	99
1	11-Mar-16	26	Blue	r	0	2.0242	P	A	MSHP	TFRA	bbrr	rrbb	4	2000	1	6	0	99	99
1	11-Mar-16	27	Blue	i	0	3.0206	X	I	XOCL	IBAV	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	28	Blue	t	1	1.2106	M	T	WAPM	SYQT	rbrr	brbb	4	2000	1	6	0	99	99
1	11-Mar-16	29	Blue	i	1	2.2843	I	Q	UIMJ	DQEH	bb	rr	2	2000	1	6	0	99	99
1	11-Mar-16	30	Blue	m	1	1.4996	M	G	FXIM	WYKG	rbbb	brrr	4	650	1	6	0	99	99
1	11-Mar-16	31	Blue	f	0	1.2628	K	L	CSYK	OWFL	rbrb	brbr	4	2000	1	6	0	99	99
1	11-Mar-16	32	Blue	m	1	1.0325	M	K	NMHL	YKTU	bb	rr	2	2000	1	6	0	99	99
1	11-Mar-16	1	Red	a	0	1.5338	N	O	ZGFN	MSDO	rbrb	brbr	4	650	1	6	0	99	99
1	11-Mar-16	2	Red	q	0	1.1723	W	X	WASR	XQIM	r	b	1	2000	1	6	0	99	99
1	11-Mar-16	3	Red	h	0	1.1599	A	O	HAQI	MOGX	rb	br	2	2000	1	6	0	99	99
1	11-Mar-16	4	Red	p	1	0.8947	P	Z	RWOP	YFHZ	brrr	rbbb	4	2000	1	6	0	99	99
1	11-Mar-16	5	Red	j	0	1.3013	M	O	YJML	WTOK	brr	rbb	3	650	1	6	0	99	99
1	11-Mar-16	6	Red	b	0	0.9339	K	L	NOKF	SPLQ	brr	rbb	3	2000	1	6	0	99	99
1	11-Mar-16	7	Red	r	1	1.1393	D	R	LIDS	BQRN	bbb	rrr	3	2000	1	6	0	99	99
1	11-Mar-16	8	Red	l	0	3.8943	F	H	FIUN	HLVG	b	r	1	650	1	6	0	99	99
1	11-Mar-16	9	Red	h	1	1.4259	M	H	MATX	HCRW	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	10	Red	h	1	0.8901	D	H	DQPU	HRVW	b	r	1	650	1	6	0	99	99
1	11-Mar-16	11	Red	b	0	1.1117	H	N	VTHO	KRNW	brb	rbr	3	650	1	6	0	99	99
1	11-Mar-16	12	Red	d	0	1.7421	U	A	DUOJ	VAKF	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	13	Red	b	1	1.0034	F	B	FRTU	BEWZ	b	r	1	650	1	6	0	99	99
1	11-Mar-16	14	Red	i	1	1.631	J	I	WRJK	SAID	rrb	bbr	3	2000	1	6	0	99	99
1	11-Mar-16	15	Red	b	0	0.9875	L	A	QPVL	WOZA	rbrb	brbr	4	650	1	6	0	99	99
1	11-Mar-16	16	Red	f	1	0.9814	V	F	HVRB	CFTE	rb	br	2	650	1	6	0	99	99
1	11-Mar-16	17	Red	b	0	0.77	H	C	VFPH	EBUC	brbr	rbrb	4	650	1	6	0	99	99
1	11-Mar-16	18	Red	w	0	2.6493	C	Z	CEBT	ZGAK	r	b	1	650	1	6	0	99	99
1	11-Mar-16	19	Red	q	0	2.0117	M	P	OCXM	NRBP	rbbr	brrb	4	650	1	6	0	99	99
1	11-Mar-16	20	Red	z	0	0.997	I	G	JRHI	DZUG	bbrr	rrbb	4	2000	1	6	0	99	99
1	11-Mar-16	21	Red	w	0	2.8942	R	D	RNBP	DOLU	r	b	1	2000	1	6	0	99	99
1	11-Mar-16	22	Red	w	0	1.332	T	U	WTNV	QURF	rr	bb	2	650	1	6	0	99	99
1	11-Mar-16	23	Red	l	0	1.0679	R	F	JERP	LNFO	brr	rbb	3	2000	1	6	0	99	99
1	11-Mar-16	24	Red	b	1	1.3064	B	Z	MEBK	PNZU	rbr	brb	3	650	1	6	0	99	99
1	11-Mar-16	25	Red	m	0	3.0588	T	M	ATHR	GMUC	br	rb	2	2000	1	6	0	99	99
1	11-Mar-16	26	Red	g	0	1.0194	W	H	TWIB	GHRU	bb	rr	2	650	1	6	0	99	99
1	11-Mar-16	27	Red	q	0	1.7994	H	B	EYQH	XCWB	rrrr	bbbb	4	2000	1	6	0	99	99
1	11-Mar-16	28	Red	e	0	2.4681	P	G	PVWB	GHSX	b	r	1	2000	1	6	0	99	99
1	11-Mar-16	29	Red	b	0	0.8504	Y	P	AWYX	BFPV	rbr	brb	3	650	1	6	0	99	99
1	11-Mar-16	30	Red	a	1	1.7413	P	A	UXGP	FEOA	bbbb	rrrr	4	2000	1	6	0	99	99
1	11-Mar-16	31	Red	p	1	1.3715	P	V	BPWO	YVDM	rr	bb	2	650	1	6	0	99	99
1	11-Mar-16	32	Red	p	0	1.5933	O	P	JORI	ZPTW	rr	bb	2	2000	1	6	0	99	99
1	11-Mar-16	1	Blue	e	0	1.3008	V	N	OTVK	FENP	rrb	bbr	3	650	1	6	0	99	99
1	11-Mar-16	2	Blue	b	0	1.4128	Y	L	BSYU	IFLG	rrb	bbr	3	2000	1	6	0	99	99
1	11-Mar-16	3	Blue	b	0	1.2741	Z	F	UWZI	ERFX	rbb	brr	3	650	1	6	0	99	99
1	11-Mar-16	4	Blue	w	0	1.089	A	X	EAVD	RXTY	rb	br	2	2000	1	6	0	99	99
1	11-Mar-16	5	Blue	y	0	2.3222	B	I	YADB	NLOI	bbrr	rrbb	4	2000	1	6	0	99	99
